Genetic ID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	Date BP	Lat.	Long.	SNPS	Molecular Sex	Label	Group
UKR-1913.HO	-0.0311	0.0093	-0.0202	0.0001	-0.0022	-0.0041	0.0021	-0.0018	0.0025	-0.0005	0	50.52	28.55	584238	M	Ukrainian_North.HO	Modern Westeurasian populations
UKR-1951.HO	-0.0328	0.0076	-0.0281	0.0008	-0.003	-0.0036	0.0037	0.0003	0.0028	-0.0043	0	51.32	26.58	584792	M	Ukrainian_North.HO	Modern Westeurasian populations
UKR-1978.HO	-0.0349	0.0117	-0.0279	-0.0016	-0.0036	-0.0027	-0.0019	0.001	-0.001	-0.0047	0	51.32	26.58	582470	M	Ukrainian_North.HO	Modern Westeurasian populations
UKR-1992.HO	-0.0363	0.0053	-0.022	0.0031	0.0005	0.0003	-0.0018	0.0042	-0.003	-0.0064	0	51.32	26.58	584529	M	Ukrainian_North.HO	Modern Westeurasian populations
UKR-2021.HO	-0.032	0.0032	-0.0267	-0.0006	0.0024	0.0001	0.006	0.004	-0.0011	-0.0071	0	50.52	28.55	584333	M	Ukrainian_North.HO	Modern Westeurasian populations
UzOO77	-0.058	0.0389	-0.0663	-0.0087	-0.0081	-0.0034	0	0.0038	-0.0005	-0.0035	7200	62.046	35.364	289954	F	Russia_EHG	Eastern hunter-gatherers
I0061	-0.06	0.0419	-0.0678	-0.0132	-0.0043	-0.0048	-0.0015	0.0021	-0.0022	-0.0022	8450	61.65	35.65	553665	M	Russia_Karelia_HG	Eastern hunter-gatherers
I0211	-0.0613	0.0307	-0.0714	-0.0145	-0.0056	-0.008	0.0038	0.0011	0.0002	-0.0058	8450	61.65	35.65	76850	M	Russia_Karelia_HG	Eastern hunter-gatherers
Popovo2	-0.0559	0.0255	-0.0586	-0.021	-0.0106	-0.009	0.0021	0.0129	-0.0016	-0.0116	8200	61.264	38.905	36203	M	Russia_Popovo_HG	Eastern hunter-gatherers
I0124	-0.0537	0.0345	-0.0615	-0.0138	-0.0033	-0.0006	-0.0064	0.001	-0.0028	-0.0062	7544	53.680623	50.675349	289073	M	Russia_Samara_HG	Eastern hunter-gatherers
I1875	-0.0787	-0.0409	-0.0453	-0.0125	-0.0056	-0.0044	0.0003	0.0059	-0.0017	-0.0055	9056	42.96723	16.70719	193173	F	Croatia_Mesolithic_HG	Western hunter-gatherers
BerryAuBac_enhanced_noUDG	-0.0579	-0.0565	-0.0923	-0.0633	0.0131	-0.038	0.006	0.0208	0.0367	0.0082	7237	49.24	3.54	29037	M	France_BerryAuBac	Western hunter-gatherers
BerryAuBac_noUDG	-0.0659	-0.0587	-0.08	-0.0409	-0.0113	-0.0399	0.0102	0.0116	0.0129	0.0104	7237	49.24	3.54	21105	M	France_BerryAuBac	Western hunter-gatherers
Chaudardes1_noUDG	-0.0653	-0.0573	-0.0714	-0.0668	-0.014	0.0058	0.001	0.0128	-0.0029	-0.0042	8218	49.24	3.46	45041	M	France_Chaudardes	Western hunter-gatherers
Iboussieres25-1_noUDG	-0.0597	-0.0597	-0.0564	-0.0417	-0.0119	-0.0174	0.0062	0.0177	-0.0165	-0.0084	11675	44.29	4.46	34055	M	France_Iboussieres25_1	Western hunter-gatherers
Iboussieres31-2_noUDG	-0.0666	-0.0457	-0.0535	-0.0241	-0.0157	-0.0018	-0.0006	0.0001	-0.0004	-0.0118	11675	44.29	4.46	33149	M	France_Iboussieres31_2	Western hunter-gatherers
Ranchot88_noUDG	-0.0635	-0.0597	-0.0657	-0.0364	-0.0232	-0.0031	-0.006	0.0015	-0.0129	-0.0068	10134	47.91	5.43	209195	F	France_Ranchot88	Western hunter-gatherers
Rochedane	-0.069	-0.0469	-0.043	-0.021	-0.0069	-0.0109	-0.0073	-0.0003	-0.0117	-0.0067	13027	47.21	6.45	75856	M	France_Rochedane	Western hunter-gatherers
Rochedane_Fu2016	-0.0551	-0.0572	-0.0686	-0.0649	-0.0353	0.006	0.0209	0.0156	0.0044	0.0131	13027	47.21	6.45	61397	M	France_Rochedane	Western hunter-gatherers
Bockstein_noUDG	-0.0552	-0.0664	-0.0741	-0.0477	-0.0123	-0.0243	-0.0061	0.007	-0.0151	-0.0276	8205	48.33	10.09	18714	F	Germany_Bockstein	Western hunter-gatherers
Falkenstein_noUDG	-0.0695	-0.0533	-0.0594	-0.0365	-0.0231	-0.0249	0.015	-0.0184	0.0052	0.0101	9161	48.06	9.04	79506	M	Germany_Falkenstein	Western hunter-gatherers
Falkenstein_noUDG_d	-0.0598	-0.0692	-0.0851	-0.0444	-0.0436	0.006	0.009	0.0023	-0.0007	-0.01	9161	48.06	9.04	53346	M	Germany_Falkenstein	Western hunter-gatherers
OKL001	-0.0707	-0.0526	-0.0551	-0.0288	-0.0161	-0.0055	-0.018	-0.0021	0.0047	0.0012	13945	50.7119	7.1675		F	Germany_Oberkassel	Western hunter-gatherers
OKL002	-0.0679	-0.0556	-0.0606	-0.042	-0.0169	-0.0063	-0.0026	0.0073	-0.0064	-0.0085	13457.5	50.7119	7.1675		M	Germany_Oberkassel	Western hunter-gatherers
I4971	-0.0684	-0.0353	-0.0415	-0.0156	-0.0061	-0.0036	-0.0051	-0.0017	0.0032	-0.0031	7599	47.559165	20.721246	204237	M	Hungary_EN_HG_Koros	Western hunter-gatherers
I1507	-0.0752	-0.0334	-0.0449	-0.0099	-0.0088	-0.0035	0.0018	0.0038	-0.0007	-0.0029	7661	47.559165	20.721246	430345	M	Hungary_EN_HG_Koros	Western hunter-gatherers
Villabruna_noUDG	-0.0691	-0.0512	-0.0603	-0.0295	-0.0138	-0.0022	-0.0044	0.0003	-0.0005	-0.0033	14021	46.15	12.21	481817	M	Italy_North_Villabruna_HG	Western hunter-gatherers
I2158	-0.0799	-0.0509	-0.0413	-0.0194	0.0136	0.0014	0.0112	0.0104	-0.0033	-0.0087	12000	37.933333	12.333333	32533	F	Italy_Sicily_HG_OrienteC	Western hunter-gatherers
Loschbour.DG	-0.0859	-0.045	-0.0444	-0.0035	-0.0061	-0.0048	0.002	0.0058	-0.0025	-0.0009	8025	49.81	6.4	587559	M	Luxembourg_Loschbour.DG	Western hunter-gatherers
Loschbour_snpAD.DG	-0.0857	-0.045	-0.0443	-0.0039	-0.0064	-0.0048	0.0009	0.0058	-0.002	-0.0009	8025	49.81	6.4	561511	M	Luxembourg_Loschbour.DG	Western hunter-gatherers
OC_noUDG.SG	-0.0665	-0.0304	-0.0504	-0.0115	-0.001	-0.0029	-0.0012	0.0044	-0.0002	-0.0025	8704	44.517	22.722	361244	M	Romania_IronGates_Mesolithic.SG	Western hunter-gatherers
M95_noUDG.SG	-0.0664	-0.0273	-0.0483	-0.0141	-0.0088	-0.0096	0.003	0.0059	-0.0039	-0.0074	8814	44.626111	22.605833	260976	M	Romania_IronGates_Mesolithic.SG	Western hunter-gatherers
M96_noUDG.SG	-0.0697	-0.0257	-0.0561	-0.0164	-0.0138	-0.011	0.0017	-0.0001	-0.0041	0.0037	8825	44.626111	22.605833	405725	M	Romania_IronGates_Mesolithic.SG	Western hunter-gatherers
I5238	-0.0721	-0.0271	-0.048	-0.0116	-0.0099	-0.0115	0.0023	0.0057	0.0007	0.0006	9993	44.595879	22.010568	438467	F	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I5239	-0.0726	-0.0282	-0.055	-0.0124	-0.0069	-0.0036	-0.0045	0.006	-0.0036	0.0009	10333	44.595879	22.010568	430881	F	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I5240	-0.0737	-0.0318	-0.0513	-0.0115	-0.0025	-0.0037	0.0014	0.0021	-0.0046	-0.0042	10805	44.595879	22.010568	430655	M	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I5242	-0.0713	-0.0303	-0.0516	-0.0151	-0.005	-0.0052	0.0065	0.0098	-0.0028	0.0041	10530	44.595879	22.010568	445901	F	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I5244	-0.0714	-0.0324	-0.0478	-0.0166	-0.0106	-0.0033	0.0001	0.005	-0.0033	-0.0023	10785	44.595879	22.010568	431764	F	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I5401	-0.0717	-0.0263	-0.0489	-0.0105	-0.0059	-0.005	-0.0003	0.0022	-0.006	-0.0036	8838	44.640262	22.30333	244866	M	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I5771	-0.0735	-0.0373	-0.0478	-0.0153	-0.0124	-0.0114	-0.0001	0.0102	-0.0046	0.0074	9750	44.53368	22.05032	120784	M	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I5407	-0.0765	-0.0325	-0.0456	-0.0091	-0.0068	-0.0018	-0.0064	0.0047	-0.0045	-0.0013	8000	44.552924	22.027563	454467	F	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I5237	-0.0734	-0.0336	-0.0493	-0.0119	-0.0113	-0.0122	0.0038	0.0041	-0.0027	-0.0058	9500	44.595879	22.010568	440437	M	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I4657	-0.072	-0.0192	-0.0495	-0.0164	-0.0017	-0.0126	-0.0025	0.0113	-0.011	-0.0121	11465	44.53368	22.05032	16923	F	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I4881	-0.0757	-0.0317	-0.0559	-0.0073	-0.0046	-0.0063	-0.0005	0.0052	-0.006	-0.0044	8869	44.53368	22.05032	443018	M	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I4914	-0.0746	-0.0319	-0.0472	-0.0155	-0.0074	-0.0051	0.0017	-0.0032	0.0024	-0.0064	8088	44.640262	22.30333	436163	M	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I5773	-0.069	-0.0282	-0.0418	-0.0086	-0.0014	-0.0013	-0.0275	0.0087	0.0085	-0.0007	10040	44.53368	22.05032	37243	M	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I5402	-0.0744	-0.0254	-0.0498	-0.0117	-0.0088	-0.002	-0.0006	0.0038	-0.0045	-0.0061	8156	44.640262	22.30333	429186	M	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I5236	-0.0732	-0.034	-0.0527	-0.0122	-0.0022	-0.0008	0.0031	0.0085	0.0002	-0.0023	10038	44.595879	22.010568	441604	M	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I4917	-0.0754	-0.0244	-0.0569	-0.0138	-0.0095	-0.0013	-0.007	0.0053	-0.0008	-0.0031	8058	44.640262	22.30333	423946	F	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I5234	-0.0741	-0.0303	-0.0514	-0.0139	-0.0072	-0.0029	-0.0014	0.006	-0.0003	-0.0032	9500	44.595879	22.010568	378839	F	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I4660	-0.0682	-0.0209	-0.0452	-0.0093	0.0033	-0.0054	-0.0028	0.0103	-0.0024	-0.0038	9713	44.53368	22.05032	41429	F	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I4870	-0.0769	-0.0331	-0.0517	-0.0082	-0.0072	-0.0049	0.0028	0.0037	0.0018	-0.0059	8740	44.53368	22.05032	323187	M	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I4871	-0.0771	-0.029	-0.0486	-0.0126	-0.0077	-0.0045	0.0076	0.0017	-0.0073	0.0008	9750	44.53368	22.05032	271161	F	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I4872	-0.0756	-0.0251	-0.0483	-0.0098	-0.0089	0.0013	0.0045	0.0029	-0.0013	-0.004	9750	44.53368	22.05032	178482	F	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I4873	-0.0775	-0.0343	-0.0486	-0.0072	-0.0064	-0.0083	0.0047	0.0027	-0.0028	-0.0022	7867	44.53368	22.05032	437242	F	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I5235	-0.0703	-0.0286	-0.0506	-0.0099	-0.0067	-0.0041	0.0069	0.0039	-0.0012	-0.0011	10835	44.595879	22.010568	439879	M	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I4874	-0.0766	-0.0313	-0.0502	-0.0096	-0.0065	-0.001	-0.0011	-0.0017	-0.0009	0.0001	8499	44.53368	22.05032	435460	F	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I4877	-0.0782	-0.0332	-0.0523	-0.0108	-0.0086	-0.0062	-0.0004	-0.001	-0.0014	-0.0033	8505	44.53368	22.05032	444033	F	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I4878	-0.0717	-0.0296	-0.0456	-0.0116	-0.0097	0.0008	0.0033	0.0043	-0.0026	-0.0019	7803	44.53368	22.05032	436658	M	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I4880	-0.0722	-0.0284	-0.0543	-0.0126	-0.0086	-0.0076	0.0004	0.0001	0.0004	-0.0013	7813	44.53368	22.05032	440000	M	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I4915	-0.0732	-0.0302	-0.0537	-0.0169	0.0009	-0.0046	0.0038	0.0049	-0.0064	-0.0023	8115	44.640262	22.30333	438469	M	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I4916	-0.0706	-0.0301	-0.0548	-0.0116	-0.0082	-0.005	-0.0024	-0.0002	-0.0005	0.0015	8763	44.640262	22.30333	424118	M	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I5233	-0.075	-0.0282	-0.0529	-0.014	-0.0087	-0.0071	-0.0015	0.006	-0.0028	-0.0049	8001	44.595879	22.010568	440683	F	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I4876	-0.0749	-0.0327	-0.0523	-0.0125	-0.0089	-0.0089	0.0007	0.0016	-0.0012	0.0024	8455	44.53368	22.05032	434658	F	Serbia_IronGates_Mesolithic	Western hunter-gatherers
I4875	-0.078	-0.0299	-0.0543	-0.0109	-0.0041	-0.009	-0.0001	0.0048	-0.0043	-0.0051	8458	44.53368	22.05032	444213	F	Serbia_IronGates_Mesolithic	Western hunter-gatherers
Bichon_noUDG.SG	-0.0784	-0.0432	-0.0426	-0.0145	-0.0073	-0.0022	-0.0007	0.0039	-0.0026	-0.0038	13698	47.09999847	6.869999886	590327	M	Switzerland_Bichon.SG	Western hunter-gatherers
I5079	0.0081	-0.0415	0.031	-0.0027	-0.0027	-0.0017	-0.0004	-0.0002	-0.0014	0.0016	5421	45.488514	17.641285	435263	F	Croatia_N_Starcevo	Other European Late Neolithic
HOL002	-0.0072	-0.0561	0.0254	0.0017	0.0011	-0.001	-0.0034	-0.0038	-0.0035	-0.0031	5140	50.200564	14.29025	416719	F	Czech_N_Baden	Other European Late Neolithic
HOL004	-0.0124	-0.053	0.0256	-0.0033	0.002	-0.0031	0.0033	0.0083	0.0042	0.0023	5154	50.200564	14.29025	295794	F	Czech_N_Baden	Other European Late Neolithic
BLS002	-0.0178	-0.0449	0.0123	-0.0009	-0.0026	-0.0005	-0.0047	0.0026	0.0035	-0.0015	4692	50.351064	13.852118	395362	F	Czech_N_GlobularAmphora	Other European Late Neolithic
PRE001	-0.0154	-0.0481	0.0176	0.0021	-0.0024	0.0024	-0.0021	-0.001	-0.0048	-0.003	4625	50.252119	15.811875	433733	F	Czech_N_GlobularAmphora	Other European Late Neolithic
VLI031	-0.0185	-0.0463	0.0125	-0.0007	-0.0004	-0.0011	-0.0012	-0.0012	-0.003	-0.0046	4510	50.365945	14.446606	196565	M	Czech_N_GlobularAmphora	Other European Late Neolithic
VLI032	-0.0139	-0.0517	0.0199	-0.003	-0.0009	-0.003	0.0031	0.001	0.0009	-0.0021	4682	50.365945	14.446606	170891	M	Czech_N_GlobularAmphora	Other European Late Neolithic
KO1016	-0.0079	-0.0456	0.0259	0.0024	-0.0001	0.0013	-0.0013	-0.0037	0.0039	0.0019	4750	50.033343	15.168084	314121	F	Czech_N_Rivnac	Other European Late Neolithic
TOU001	-0.0108	-0.0469	0.0221	0.001	-0.0037	-0.002	-0.0013	0.0034	-0.001	-0.0036	4712	50.167736	14.722575	440781	M	Czech_N_Rivnac	Other European Late Neolithic
TUC004	-0.0108	-0.0399	0.0198	-0.002	-0.0023	0.0024	-0.0001	-0.0053	-0.0005	-0.0015	4940	50.137677	14.273411	309946	M	Czech_N_Rivnac	Other European Late Neolithic
TUC005	-0.0055	-0.0529	0.0285	0.0017	0.0012	-0.0004	-0.0021	-0.0001	0.0018	0.0039	4940	50.137677	14.273411	286568	M	Czech_N_Rivnac	Other European Late Neolithic
TUC006	-0.01	-0.0445	0.0219	0.0002	-0.0036	0.0002	-0.0009	0.0015	0.0037	0.0037	4879	50.137677	14.273411	298514	F	Czech_N_Rivnac	Other European Late Neolithic
VPR001	-0.0109	-0.0456	0.0258	0.0032	0.0033	0.0007	-0.0016	0.0018	0.0012	-0.0014	4756	50.155159	14.318068	400726	M	Czech_N_Rivnac	Other European Late Neolithic
I20821	-0.0097	-0.0515	0.0293	0.0015	0.0037	0.0015	0.0001	0.0002	-0.0018	0.0012	5486	51.861211	-1.883011	575950	M	England_N_Megalithic	Other European Late Neolithic
I6753_noUDG.SG	-0.0128	-0.0563	0.0243	0.0018	-0.0002	-0.0012	-0.0027	-0.0009	0.0002	0.0004	5305	51.321578	0.372682	488574	M	England_N_noUDG.SG	Other European Late Neolithic
I5387_noUDG.SG	-0.0115	-0.0522	0.0233	0.0019	-0.0019	-0.003	-0.002	0.0012	0.0001	0.0006	4850	51.243083	-1.51039	206100	M	England_N_noUDG.SG	Other European Late Neolithic
PSS4693.SG	-0.0072	-0.0519	0.0329	0.0009	-0.0002	0.0016	-0.0022	-0.0014	-0.0015	0.0056	5396	48.51852	3.59633	330002	F	France_GrandEst_MN.SG	Other European Late Neolithic
WET370.SG	-0.008	-0.0507	0.0306	-0.0002	0.002	0.0022	0.0043	0.0056	-0.0012	-0.0014	5494	48.0578	7.3	114437	M	France_GrandEst_MN.SG	Other European Late Neolithic
I18428	-0.005	-0.0571	0.0211	-0.0045	-0.0039	-0.0045	0.001	-0.0047	-0.0093	0.0082	5400	48.236385	4.078263	131437	M	France_LN	Other European Late Neolithic
TORTD.SG	-0.0121	-0.0619	0.0207	-0.0053	-0.0015	-0.0116	0.0017	-0.0031	-0.0017	0.0023	4973	43.149777	3.060539	89989	M	France_LaClape_LN_EBA_Veraza.SG	Other European Late Neolithic
TORTE.SG	-0.0119	-0.057	0.0229	-0.0014	-0.0028	0.0004	-0.0056	-0.0021	0.0015	-0.0056	4574	43.149777	3.060539	352406	F	France_LaClape_LN_EBA_Veraza.SG	Other European Late Neolithic
ROUQW.SG	-0.0179	-0.0591	0.0271	0.0013	0.0001	-0.0023	-0.0007	-0.0052	-0.0014	0.0045	5165	43.594016	3.91929	214140	M	France_LaClape_LN_EMBA.SG	Other European Late Neolithic
ROUQV.SG	-0.0146	-0.0586	0.0257	0.0026	-0.0003	0.0005	-0.0021	-0.0012	-0.0048	0.0032	5159	43.594016	3.91929	351023	F	France_LaClape_LN_EMBA.SG	Other European Late Neolithic
ROUQFF.SG	-0.0089	-0.058	0.0296	-0.001	-0.001	-0.0006	-0.0039	-0.0006	-0.0021	-0.0007	5166	43.594016	3.91929	268637	M	France_LaClape_LN_EMBA.SG	Other European Late Neolithic
ROUQEE.SG	-0.0169	-0.0582	0.031	-0.0043	-0.0021	0.0004	-0.0042	-0.0014	0.0037	-0.0032	5047	43.594016	3.91929	365480	F	France_LaClape_LN_EMBA.SG	Other European Late Neolithic
ROUQCC.SG	-0.0168	-0.0573	0.0214	-0.0047	-0.0022	0.0007	0.0007	-0.0055	0.0032	0.0067	5346	43.594016	3.91929	171948	M	France_LaClape_LN_EMBA.SG	Other European Late Neolithic
ROUQHH.SG	-0.0123	-0.0544	0.0254	-0.001	-0.0005	-0.001	-0.0082	-0.0011	0.0021	0.0011	5163	43.594016	3.91929	262011	M	France_LaClape_LN_EMBA.SG	Other European Late Neolithic
I4308	-0.0087	-0.0587	0.0308	0.0086	-0.0072	0.0046	0.0045	0.0082	-0.0074	-0.0149	5450	43.34	5.06	31642	F	France_MN_1	Other European Late Neolithic
MAS15.SG	-0.0086	-0.0562	0.0216	0.0024	-0.0041	-0.0014	0.0038	0.0105	-0.0019	0.0041	4950	43.14915	3.060582	87531	F	France_MasRouge_LN_Ferrieres.SG	Other European Late Neolithic
2H10.SG	-0.011	-0.0529	0.0275	0.0027	0.001	0.0018	-0.001	0.0018	0.0008	0.0037	5165	48.858472	3.995887	592443	M	France_MontAime_MLN.SG	Other European Late Neolithic
2HC51961131.SG	-0.0147	-0.0512	0.0224	-0.0014	0.0012	0.0058	0.0016	-0.0009	0.0026	0.0021	5161	48.858472	3.995887	257513	M	France_MontAime_MLN.SG	Other European Late Neolithic
2H07.SG	-0.0162	-0.0556	0.018	0.0002	-0.002	-0.0004	-0.0091	0.0002	-0.0044	0.0005	5184	48.858472	3.995887	186605	M	France_MontAime_MLN.SG	Other European Late Neolithic
1H13.SG	-0.0174	-0.0544	0.022	-0.0026	-0.0019	0.0006	0.0002	0.0041	-0.0052	0.0002	4950	48.858874	3.996466	278990	M	France_MontAime_MLN.SG	Other European Late Neolithic
1H07.SG	-0.0179	-0.0523	0.0212	-0.0005	-0.0009	-0.0045	0.0024	0.0044	-0.0015	0.0115	5166	48.858874	3.996466	121062	M	France_MontAime_MLN.SG	Other European Late Neolithic
1H04.SG	-0.0164	-0.051	0.0202	0.0034	0.0013	0.0018	0.0029	0.002	-0.003	0.0001	4851	48.858874	3.996466	192079	F	France_MontAime_MLN.SG	Other European Late Neolithic
1H14.SG	-0.0118	-0.0575	0.0217	-0.0004	-0.0029	-0.0012	-0.0036	-0.0019	-0.0003	-0.0075	5160	48.858874	3.996466	210082	F	France_MontAime_MLN.SG	Other European Late Neolithic
I15034	-0.0142	-0.0602	0.024	0.0022	-0.0034	0.0019	-0.0029	-0.004	0.0019	0.0004	5000	47.523479	-3.154599	432816	F	France_N_BA	Other European Late Neolithic
PEI10.SG	-0.0141	-0.0603	0.0231	-0.007	-0.0084	-0.0034	-0.0283	0.0093	0.0126	0.0089	4736	43.1355	2.2519	35459	F	France_Occitanie_LN.SG	Other European Late Neolithic
PEI2.SG	-0.0113	-0.0574	0.0184	-0.0091	-0.0074	0.0161	-0.003	-0.0043	-0.0019	0.0022	4750	43.1355	2.2519	120581	F	France_Occitanie_LN.SG	Other European Late Neolithic
I1563	-0.0294	-0.048	0.0025	-0.0005	-0.002	-0.0025	-0.0038	-0.0008	-0.0024	-0.0055	5448	51.358333	7.551111	510226	F	Germany_Blatterhohle_MN	Other European Late Neolithic
I1594	-0.046	-0.0476	-0.0205	-0.0162	-0.001	-0.0106	0.0017	-0.002	0.0088	-0.0162	5140	51.358333	7.551111	57205	M	Germany_Blatterhohle_MN	Other European Late Neolithic
I1560_d	-0.028	-0.0458	0.0081	0.0062	-0.0053	0.0003	0.0012	-0.0017	0.0016	-0.0134	5350	51.6	8.25	8317	M	Germany_MN	Other European Late Neolithic
I0560	-0.012	-0.0452	0.0224	0.0022	-0.0036	0.0022	-0.0014	-0.0014	-0.0046	0.0006	5471	51.792	11.142	214298	F	Germany_MN_Baalberge	Other European Late Neolithic
I0172	-0.0076	-0.0493	0.0248	-0.0038	0.0008	-0.0014	-0.0054	-0.0011	-0.0019	-0.0022	5155	51.42	11.68	506220	M	Germany_MN_Esperstedt	Other European Late Neolithic
I0551	-0.0051	-0.0568	0.0245	0.0006	-0.0068	0.0062	0.0015	-0.0021	-0.0022	0.0005	5163	51.53305556	11.83305556	55800	M	Germany_MN_Salzmuende	Other European Late Neolithic
I0800	-0.0062	-0.0442	0.0218	-0.0079	0.0092	-0.0066	-0.0061	0.0003	-0.035	-0.0058	5164	51.53305556	11.83305556	11648	F	Germany_MN_Salzmuende	Other European Late Neolithic
I0802	-0.0096	-0.0545	0.0123	-0.0349	-0.0259	-0.0272	0.036	0.0599	0.021	0.081	5163	51.53305556	11.83305556	9625	M	Germany_MN_Salzmuende	Other European Late Neolithic
CAK68.SG	-0.0132	-0.0582	0.0252	0.0009	0.0032	-0.0038	0.001	-0.0014	0	0.0009	4503	54.058617	-8.382059	493679	M	Ireland_LN.SG	Other European Late Neolithic
CAK533.SG	-0.0123	-0.0547	0.0269	0.0024	-0.0017	0.0015	-0.0011	0.0011	0.0007	0.004	4926	54.058617	-8.382059	502584	F	Ireland_LN.SG	Other European Late Neolithic
CAK530.SG	-0.0085	-0.0516	0.0219	-0.0064	-0.006	-0.0023	-0.0079	0.0018	0.0042	-0.0026	4711	54.058617	-8.382059	398839	F	Ireland_LN.SG	Other European Late Neolithic
CAK531.SG	-0.0097	-0.057	0.0291	-0.0039	0.0031	0.0007	-0.0011	-0.0049	-0.0004	-0.0007	4701	54.058617	-8.382059	374450	M	Ireland_LN.SG	Other European Late Neolithic
CAK532.SG	-0.0114	-0.0545	0.0246	-0.001	-0.0023	-0.0028	-0.0009	0.0002	-0.0012	-0.0015	4892	54.058617	-8.382059	538854	M	Ireland_LN.SG	Other European Late Neolithic
PB754.SG	-0.0107	-0.0582	0.0234	0.0021	-0.0002	-0.0019	-0.0017	-0.0027	0.0057	-0.0024	5375	52.985499	-9.111454	243076	F	Ireland_MN.SG	Other European Late Neolithic
PB672.SG	-0.0119	-0.0532	0.0213	-0.0025	0.0031	0	0.0024	-0.0048	0.0033	0.0026	5442	52.985499	-9.111454	543660	M	Ireland_MN.SG	Other European Late Neolithic
PB675.SG	-0.0153	-0.057	0.0141	-0.0005	-0.0045	0.0003	0.002	0.0043	0	-0.0017	5171	52.985499	-9.111454	593069	M	Ireland_MN.SG	Other European Late Neolithic
PB768.SG	-0.0132	-0.0531	0.0238	-0.0036	-0.0013	-0.0015	-0.0006	-0.0023	0	0.002	5475	52.985499	-9.111454	413607	M	Ireland_MN.SG	Other European Late Neolithic
PB581.SG	-0.0088	-0.055	0.0264	0.0008	-0.002	0.001	0.0004	-0.0016	0.0012	0.0023	5413	52.985499	-9.111454	514469	M	Ireland_MN.SG	Other European Late Neolithic
PN06.SG	-0.0088	-0.0556	0.0263	0.0025	-0.0002	0.0019	-0.0009	-0.0024	-0.0017	-0.0004	5459	53.04866	-9.140049	439750	M	Ireland_MN.SG	Other European Late Neolithic
PN07.SG	-0.0113	-0.0539	0.0272	0.0038	0.0022	0.0024	-0.003	-0.0009	-0.0042	0.0036	5410	53.04866	-9.140049	450449	M	Ireland_MN.SG	Other European Late Neolithic
PN12.SG	-0.0076	-0.0587	0.0228	-0.0032	0.0017	-0.0033	-0.0037	-0.0018	0.0063	0.001	5383	53.04866	-9.140049	366773	M	Ireland_MN.SG	Other European Late Neolithic
PN16.SG	-0.0117	-0.0548	0.0287	-0.002	-0.0031	0.0021	-0.0026	0.0001	-0.0019	-0.0036	5442	53.04866	-9.140049	267909	F	Ireland_MN.SG	Other European Late Neolithic
PN03.SG	-0.0118	-0.06	0.0275	0.0032	0.0003	-0.0007	-0.0003	-0.0036	-0.0026	-0.0016	5460	53.04866	-9.140049	440430	M	Ireland_MN.SG	Other European Late Neolithic
PB443.SG	-0.0126	-0.0539	0.0239	-0.0021	-0.0023	0.0023	0	0.0032	-0.0036	-0.0015	5474	52.985499	-9.111454	546267	M	Ireland_MN.SG	Other European Late Neolithic
PB1794.SG	-0.01	-0.0571	0.0214	0.0022	-0.001	0.0028	-0.0006	-0.0035	-0.0082	-0.0009	5486	52.985499	-9.111454	272639	F	Ireland_MN.SG	Other European Late Neolithic
PB186.SG	-0.0111	-0.055	0.0255	0.0024	0.0012	0.0005	-0.0003	-0.004	-0.0042	0.0012	5393	52.985499	-9.111454	512583	M	Ireland_MN.SG	Other European Late Neolithic
ANN1.SG	-0.0093	-0.0541	0.0251	-0.0005	-0.0018	0.0002	-0.0036	0.0021	0.0041	-0.0014	5405	52.67641	-8.455326	453472	M	Ireland_MN.SG	Other European Late Neolithic
